mathMarks,scienceMarks,englishMarks,socialScienceMarks,itMarks,learningStyle,careerInclination,stream
42,59,89,90,52,Creative,Civics,Humanities
55,80,57,49,62,Practical,Technology,BioIP
68,93,66,55,66,Theoretical,Skilled,Bio
69,47,90,67,47,Practical,Skilled,Commerce
87,80,70,47,88,Research,Technology,BioIP
82,70,86,68,89,Practical,Technology,BioIP
79,90,57,47,70,Theoretical,Creative,CS
80,75,73,46,57,Theoretical,Medical,Bio
60,57,72,92,38,Theoretical,Civics,Humanities
73,61,90,68,80,Theoretical,Finance,Commerce
94,65,68,64,91,Research,Creative,CS
57,80,71,42,59,Research,Medical,Bio
34,59,100,86,31,Theoretical,Arts,Humanities
61,38,76,93,44,Creative,Civics,Humanities
70,85,66,51,51,Research,Technology,BioIP
58,93,76,44,31,Theoretical,Skilled,Bio
74,70,63,36,91,Theoretical,Skilled,CS
70,45,62,53,45,Practical,Finance,Commerce
52,36,92,72,43,Creative,Civics,Humanities
53,55,61,93,48,Theoretical,Arts,Humanities
83,86,79,56,72,Research,Technology,CS
82,43,67,77,57,Theoretical,Finance,Commerce
59,70,51,65,45,Research,Medical,Bio
70,51,86,59,73,Theoretical,Finance,Commerce
64,96,64,45,67,Practical,Medical,BioIP
78,79,54,58,60,Research,Technology,BioIP
38,67,63,93,56,Creative,Civics,Humanities
69,97,53,66,45,Research,Skilled,Bio
55,50,65,77,33,Theoretical,Civics,Humanities
95,74,74,30,94,Theoretical,Technology,CS
35,52,65,83,47,Creative,Arts,Humanities
54,92,52,61,67,Research,Medical,BioIP
65,45,91,72,34,Creative,Civics,Humanities
77,96,79,35,90,Theoretical,Skilled,CS
89,99,66,41,57,Practical,Technology,BioIP
87,68,84,70,55,Theoretical,Technology,Commerce
84,72,56,59,89,Practical,Technology,CS
97,73,77,48,84,Practical,Skilled,CS
69,89,71,51,43,Research,Skilled,Bio
95,72,63,51,77,Practical,Technology,CS
68,52,51,67,73,Theoretical,Skilled,Commerce
55,60,60,74,49,Theoretical,Civics,Humanities
90,54,62,56,64,Practical,Skilled,Commerce
86,86,79,40,74,Research,Creative,CS
73,80,57,67,91,Research,Technology,CS
100,98,59,32,83,Theoretical,Skilled,CS
57,75,57,60,62,Research,Technology,BioIP
32,46,73,91,58,Theoretical,Arts,Humanities
61,56,50,69,54,Theoretical,Finance,Commerce
60,97,76,68,55,Research,Skilled,Bio
77,76,55,30,95,Research,Technology,CS
70,74,77,67,79,Research,Creative,CS
38,31,71,79,40,Creative,Arts,Humanities
64,59,52,56,66,Theoretical,Skilled,Commerce
62,57,70,98,36,Creative,Arts,Humanities
31,65,63,96,56,Theoretical,Civics,Humanities
43,69,72,97,45,Creative,Arts,Humanities
76,77,65,70,41,Research,Skilled,Bio
68,78,73,57,68,Research,Skilled,Bio
31,49,72,71,57,Theoretical,Civics,Humanities
75,43,66,66,52,Practical,Skilled,Commerce
54,84,63,69,54,Research,Medical,Bio
64,81,75,56,70,Practical,Medical,BioIP
61,91,77,54,42,Research,Skilled,Bio
88,68,84,78,45,Practical,Technology,Commerce
44,46,95,90,33,Theoretical,Arts,Humanities
77,45,65,67,50,Practical,Skilled,Commerce
60,84,75,61,82,Research,Medical,BioIP
88,67,81,69,70,Practical,Skilled,Commerce
80,85,73,68,67,Research,Medical,Bio
59,73,80,42,87,Practical,Medical,BioIP
74,64,79,61,78,Theoretical,Skilled,Commerce
55,96,52,54,75,Practical,Medical,BioIP
78,66,73,57,53,Theoretical,Finance,Commerce
82,87,63,60,90,Theoretical,Creative,CS
76,100,53,48,86,Practical,Technology,BioIP
70,40,77,61,64,Practical,Skilled,Commerce
42,51,98,72,41,Creative,Civics,Humanities
64,44,85,73,43,Theoretical,Skilled,Commerce
63,90,63,64,56,Research,Skilled,Bio
59,73,65,69,48,Research,Skilled,Bio
64,86,79,57,73,Practical,Technology,BioIP
77,77,80,48,76,Practical,Medical,BioIP
63,42,88,97,55,Creative,Arts,Humanities
52,72,53,61,54,Theoretical,Medical,Bio
55,44,76,100,59,Theoretical,Arts,Humanities
87,44,90,64,42,Practical,Skilled,Commerce
46,57,66,90,35,Creative,Civics,Humanities
79,60,68,69,84,Practical,Skilled,CS
87,42,56,62,52,Theoretical,Technology,Commerce
80,92,41,31,79,Theoretical,Skilled,CS
91,73,49,40,83,Research,Creative,CS
35,48,83,81,49,Creative,Civics,Humanities
61,32,63,83,54,Creative,Civics,Humanities
63,77,77,69,89,Research,Technology,BioIP
35,55,61,99,39,Theoretical,Arts,Humanities
46,34,74,82,31,Theoretical,Civics,Humanities
75,74,51,44,30,Research,Medical,Bio
63,62,89,54,54,Theoretical,Technology,Commerce
57,40,97,98,57,Theoretical,Civics,Humanities
88,97,60,57,92,Practical,Skilled,CS
43,32,86,84,57,Theoretical,Arts,Humanities
41,38,73,87,53,Theoretical,Civics,Humanities
76,91,59,64,75,Practical,Technology,BioIP
89,99,73,42,99,Research,Technology,CS
84,72,78,37,72,Research,Creative,CS
90,55,82,68,74,Theoretical,Technology,Commerce
87,54,66,50,63,Theoretical,Skilled,Commerce
65,63,75,100,53,Creative,Civics,Humanities
38,66,100,90,59,Creative,Arts,Humanities
52,30,71,94,57,Creative,Civics,Humanities
81,63,60,42,79,Theoretical,Creative,CS
45,51,77,87,49,Theoretical,Civics,Humanities
60,100,79,58,52,Theoretical,Medical,Bio
78,96,55,48,65,Practical,Medical,BioIP
72,55,66,58,80,Practical,Finance,Commerce
70,83,76,42,37,Research,Skilled,Bio
65,84,71,47,64,Research,Medical,BioIP
75,97,76,58,65,Theoretical,Medical,Bio
62,68,61,72,63,Practical,Technology,Commerce
42,60,79,73,34,Theoretical,Arts,Humanities
85,69,74,73,66,Theoretical,Finance,Commerce
53,87,76,54,62,Theoretical,Medical,Bio
81,54,82,72,70,Practical,Skilled,Commerce
72,70,43,47,94,Practical,Technology,CS
67,71,78,48,84,Research,Medical,BioIP
67,91,75,42,53,Research,Technology,BioIP
93,63,59,44,90,Research,Skilled,CS
55,45,71,96,60,Creative,Civics,Humanities
60,64,56,52,46,Theoretical,Technology,Commerce
63,52,70,76,67,Practical,Technology,Commerce
70,71,45,59,77,Practical,Creative,CS
90,55,90,72,53,Theoretical,Finance,Commerce
58,92,64,67,71,Research,Technology,BioIP
62,88,64,48,42,Theoretical,Skilled,Bio
76,52,88,77,54,Theoretical,Skilled,Commerce
87,43,75,63,65,Practical,Skilled,Commerce
53,88,73,54,48,Theoretical,Skilled,Bio
60,40,86,83,55,Theoretical,Arts,Humanities
76,52,63,75,55,Practical,Finance,Commerce
53,91,61,54,54,Practical,Technology,BioIP
82,85,48,53,81,Research,Skilled,CS
68,75,64,70,44,Theoretical,Skilled,Bio
36,35,82,88,31,Creative,Arts,Humanities
76,42,61,70,53,Theoretical,Finance,Commerce
55,53,67,87,31,Theoretical,Arts,Humanities
95,70,74,33,72,Practical,Skilled,CS
77,40,84,75,57,Practical,Skilled,Commerce
51,63,69,86,47,Creative,Arts,Humanities
66,84,73,53,89,Practical,Technology,BioIP
58,77,52,56,49,Research,Skilled,Bio
63,88,73,42,69,Practical,Medical,BioIP
77,84,58,33,71,Research,Skilled,CS
76,60,85,62,65,Theoretical,Finance,Commerce
36,32,97,78,52,Creative,Arts,Humanities
82,67,70,37,71,Research,Creative,CS
53,99,79,41,53,Theoretical,Skilled,Bio
42,42,73,81,55,Creative,Civics,Humanities
56,72,74,63,62,Research,Medical,BioIP
59,100,71,50,68,Research,Skilled,Bio
84,45,88,67,59,Theoretical,Technology,Commerce
74,62,82,65,48,Theoretical,Technology,Commerce
52,81,72,45,70,Research,Medical,Bio
70,37,90,76,36,Theoretical,Arts,Humanities
74,82,50,57,87,Research,Technology,BioIP
77,76,66,51,54,Theoretical,Medical,Bio
52,81,80,63,71,Practical,Technology,BioIP
74,84,62,63,90,Research,Skilled,CS
63,99,85,56,83,Practical,Medical,BioIP
71,42,65,63,58,Theoretical,Finance,Commerce
63,67,69,82,34,Creative,Civics,Humanities
87,97,84,61,56,Practical,Technology,BioIP
55,87,73,55,82,Practical,Technology,BioIP
98,77,48,35,93,Theoretical,Creative,CS
79,67,58,62,70,Practical,Technology,Commerce
69,73,79,56,47,Research,Medical,Bio
54,70,53,68,84,Research,Medical,BioIP
83,64,77,40,84,Practical,Technology,CS
84,61,80,42,94,Theoretical,Skilled,CS
89,67,87,66,44,Practical,Skilled,Commerce
71,88,46,35,93,Practical,Creative,CS
61,65,75,55,57,Theoretical,Finance,Commerce
56,98,62,68,30,Theoretical,Medical,Bio
54,95,67,44,67,Research,Skilled,Bio
68,66,97,96,45,Creative,Arts,Humanities
63,80,63,69,43,Theoretical,Medical,Bio
85,74,80,62,83,Theoretical,Technology,CS
63,43,65,84,57,Creative,Arts,Humanities
61,86,70,64,30,Theoretical,Medical,Bio
73,88,47,50,78,Research,Technology,CS
88,78,82,40,70,Practical,Technology,BioIP
47,50,64,85,53,Creative,Arts,Humanities
75,69,54,49,88,Theoretical,Creative,CS
68,81,62,56,61,Theoretical,Medical,Bio
80,49,77,58,49,Practical,Technology,Commerce
96,86,50,38,96,Research,Technology,CS
75,55,86,62,56,Theoretical,Technology,Commerce
50,92,73,64,83,Research,Technology,BioIP
63,42,71,78,69,Theoretical,Skilled,Commerce
81,62,75,31,75,Research,Skilled,CS
79,92,72,54,61,Research,Technology,BioIP
80,85,80,46,69,Theoretical,Medical,Bio
87,68,71,41,97,Research,Technology,CS
34,61,90,85,46,Theoretical,Arts,Humanities
48,61,84,75,39,Creative,Civics,Humanities
64,46,72,77,47,Practical,Technology,Commerce
91,93,41,30,92,Practical,Skilled,CS
78,64,73,57,65,Theoretical,Skilled,Commerce
71,76,44,48,87,Theoretical,Skilled,CS
78,94,53,53,79,Practical,Creative,CS
59,98,76,52,35,Theoretical,Medical,Bio
90,94,59,48,85,Practical,Skilled,CS
37,41,72,89,58,Creative,Arts,Humanities
58,58,92,97,37,Creative,Arts,Humanities
52,76,60,64,37,Research,Skilled,Bio
53,70,61,45,85,Research,Medical,BioIP
75,68,70,50,55,Practical,Finance,Commerce
56,95,73,56,89,Practical,Medical,BioIP
76,52,50,76,71,Practical,Finance,Commerce
61,92,68,49,38,Research,Medical,Bio
61,40,62,50,43,Practical,Skilled,Commerce
46,30,78,78,58,Creative,Arts,Humanities
62,56,96,80,41,Theoretical,Civics,Humanities
66,38,89,70,36,Creative,Arts,Humanities
83,60,62,73,64,Practical,Skilled,Commerce
83,58,60,78,49,Practical,Technology,Commerce
70,67,64,80,43,Theoretical,Skilled,Commerce
56,99,63,56,36,Research,Medical,Bio
73,67,58,77,79,Theoretical,Technology,Commerce
86,66,40,55,86,Practical,Creative,CS
98,61,59,39,92,Theoretical,Creative,CS
60,87,59,59,67,Research,Technology,BioIP
76,93,65,68,50,Theoretical,Skilled,Bio
65,45,90,93,52,Creative,Arts,Humanities
52,44,80,75,49,Creative,Arts,Humanities
60,63,65,54,74,Theoretical,Technology,Commerce
65,75,60,65,42,Research,Medical,Bio
59,55,80,71,31,Theoretical,Arts,Humanities
88,82,62,44,72,Theoretical,Creative,CS
61,59,96,88,37,Creative,Civics,Humanities
81,81,75,45,62,Research,Technology,BioIP
77,70,60,74,61,Theoretical,Finance,Commerce
33,37,95,71,44,Theoretical,Arts,Humanities
80,83,75,42,66,Theoretical,Skilled,Bio
39,60,67,88,60,Creative,Arts,Humanities
76,62,62,55,80,Practical,Skilled,Commerce
69,67,68,67,68,Practical,Technology,Commerce
82,100,78,70,76,Research,Technology,BioIP
70,66,91,95,55,Theoretical,Civics,Humanities
80,96,62,64,46,Research,Skilled,Bio
89,89,51,55,80,Practical,Medical,BioIP
79,99,64,62,34,Theoretical,Medical,Bio
75,57,50,77,66,Theoretical,Skilled,Commerce
82,68,59,77,76,Theoretical,Technology,Commerce
75,86,71,46,44,Research,Medical,Bio
74,60,64,52,47,Theoretical,Technology,Commerce
73,70,72,42,72,Practical,Medical,BioIP
83,100,88,67,59,Practical,Technology,BioIP
52,94,74,67,55,Research,Skilled,Bio
81,100,59,66,93,Research,Creative,CS
60,79,51,66,40,Theoretical,Skilled,Bio
32,48,64,89,43,Theoretical,Civics,Humanities
60,33,62,71,50,Theoretical,Civics,Humanities
53,71,53,54,75,Practical,Technology,BioIP
80,98,54,66,69,Theoretical,Skilled,Bio
54,87,64,42,67,Theoretical,Medical,Bio
83,97,80,45,79,Research,Medical,BioIP
72,80,68,42,58,Theoretical,Medical,Bio
95,73,47,44,94,Research,Creative,CS
72,60,63,68,64,Practical,Skilled,Commerce
67,49,61,75,47,Theoretical,Technology,Commerce
49,53,94,78,43,Creative,Civics,Humanities
83,69,82,74,60,Theoretical,Technology,Commerce
86,58,75,71,56,Practical,Technology,Commerce
65,98,63,42,46,Theoretical,Medical,Bio
98,85,69,54,70,Practical,Technology,CS
71,83,67,48,96,Practical,Technology,CS
52,92,70,54,62,Theoretical,Skilled,Bio
76,83,54,61,72,Practical,Medical,BioIP
66,77,76,43,63,Research,Medical,BioIP
49,47,91,84,42,Theoretical,Civics,Humanities
84,40,56,51,78,Practical,Finance,Commerce
76,96,44,44,92,Research,Creative,CS
88,57,54,51,54,Practical,Finance,Commerce
62,88,51,65,59,Research,Skilled,Bio
64,53,71,75,74,Theoretical,Technology,Commerce
59,84,51,42,53,Research,Technology,BioIP
62,76,57,44,36,Theoretical,Medical,Bio
55,100,59,51,53,Practical,Technology,BioIP
71,72,56,53,56,Research,Skilled,Bio
85,44,69,66,64,Practical,Finance,Commerce
81,86,54,59,73,Practical,Medical,BioIP
86,66,73,32,85,Practical,Creative,CS
74,42,89,68,42,Practical,Finance,Commerce
94,73,45,70,77,Research,Creative,CS
64,95,70,43,51,Research,Technology,BioIP
39,53,65,71,46,Creative,Arts,Humanities
83,81,64,65,50,Practical,Technology,BioIP
41,35,63,82,56,Theoretical,Arts,Humanities
73,89,66,67,68,Research,Medical,BioIP
64,46,88,77,36,Creative,Arts,Humanities
78,83,69,41,69,Research,Medical,Bio
67,84,55,70,69,Research,Skilled,Bio
37,61,82,80,42,Theoretical,Civics,Humanities
68,33,74,91,38,Theoretical,Arts,Humanities
69,84,61,40,54,Research,Medical,BioIP
65,71,73,41,90,Research,Technology,BioIP
89,41,59,80,41,Theoretical,Technology,Commerce
30,63,62,86,46,Theoretical,Civics,Humanities
58,88,81,47,73,Research,Medical,BioIP
51,87,70,41,66,Research,Skilled,Bio
87,64,52,61,67,Theoretical,Technology,Commerce
69,87,79,69,65,Research,Technology,BioIP
73,99,71,65,58,Practical,Technology,BioIP
70,70,50,54,48,Theoretical,Skilled,Bio
70,95,50,48,56,Research,Medical,BioIP
65,98,80,63,53,Research,Medical,Bio
81,48,70,55,66,Theoretical,Skilled,Commerce
77,97,61,47,81,Practical,Creative,CS
52,98,80,68,46,Research,Medical,Bio
71,78,59,69,40,Theoretical,Skilled,Bio
79,86,53,44,62,Research,Medical,BioIP
78,83,80,40,68,Practical,Technology,BioIP
33,69,63,96,33,Theoretical,Civics,Humanities
85,85,88,43,87,Research,Medical,BioIP
75,83,50,62,55,Theoretical,Skilled,Bio
73,46,68,80,45,Theoretical,Skilled,Commerce
80,98,89,51,61,Research,Medical,BioIP
88,82,52,54,79,Research,Medical,BioIP
76,98,75,42,71,Research,Technology,CS
63,73,74,68,38,Theoretical,Medical,Bio
42,65,74,100,59,Creative,Civics,Humanities
56,100,60,57,42,Research,Medical,Bio
87,69,73,65,71,Theoretical,Skilled,Commerce
87,98,48,30,93,Practical,Creative,CS
80,100,71,65,53,Theoretical,Medical,Bio
50,87,57,45,79,Research,Technology,BioIP
58,76,71,67,69,Research,Medical,BioIP
89,62,63,34,91,Theoretical,Creative,CS
63,79,70,62,56,Research,Skilled,Bio
65,90,63,62,82,Practical,Technology,BioIP
40,60,75,90,34,Theoretical,Arts,Humanities
36,58,77,80,31,Theoretical,Civics,Humanities
68,65,100,88,43,Creative,Civics,Humanities
78,81,64,52,72,Research,Technology,BioIP
49,45,68,75,48,Creative,Civics,Humanities
98,85,76,34,97,Theoretical,Skilled,CS
62,71,69,70,70,Practical,Medical,BioIP
71,78,87,62,81,Practical,Medical,BioIP
83,93,71,63,82,Research,Skilled,CS
63,85,67,52,53,Research,Medical,Bio
61,67,92,93,34,Creative,Arts,Humanities
88,86,68,59,69,Research,Medical,BioIP
78,51,53,62,60,Practical,Skilled,Commerce
90,86,62,69,85,Practical,Technology,BioIP
33,45,63,83,43,Theoretical,Civics,Humanities
63,56,74,80,45,Practical,Skilled,Commerce
56,84,63,59,42,Research,Medical,Bio
61,74,63,51,30,Theoretical,Skilled,Bio
71,86,54,48,71,Practical,Medical,BioIP
43,62,85,72,32,Theoretical,Arts,Humanities
79,80,64,57,62,Practical,Medical,BioIP
90,99,73,63,92,Theoretical,Technology,CS
91,62,61,45,75,Theoretical,Skilled,CS
57,92,50,54,76,Research,Medical,BioIP
62,73,52,62,63,Practical,Medical,BioIP
76,76,57,57,83,Practical,Medical,BioIP
70,64,82,50,73,Practical,Technology,Commerce
51,75,56,67,57,Research,Skilled,Bio
40,42,72,99,32,Creative,Arts,Humanities
53,80,66,59,38,Theoretical,Medical,Bio
64,93,56,69,89,Research,Medical,BioIP
89,89,56,46,76,Theoretical,Skilled,CS
75,48,58,70,43,Theoretical,Skilled,Commerce
96,86,41,52,77,Research,Creative,CS
95,97,78,69,94,Research,Technology,CS
76,93,64,67,67,Theoretical,Skilled,Bio
83,72,86,55,51,Research,Medical,BioIP
68,57,79,72,74,Theoretical,Skilled,Commerce
70,82,53,60,68,Research,Technology,BioIP
58,78,86,42,87,Research,Medical,BioIP
71,50,80,68,40,Theoretical,Skilled,Commerce
63,59,98,85,36,Creative,Civics,Humanities
54,96,68,67,34,Theoretical,Medical,Bio
66,97,52,59,63,Theoretical,Medical,Bio
69,94,70,41,59,Practical,Medical,BioIP
89,40,75,68,47,Theoretical,Technology,Commerce
80,71,58,68,90,Research,Technology,BioIP
81,55,77,78,53,Theoretical,Technology,Commerce
67,98,66,41,54,Research,Skilled,Bio
90,61,81,71,74,Practical,Technology,Commerce
62,51,52,77,48,Practical,Technology,Commerce
63,55,60,62,72,Theoretical,Skilled,Commerce
55,76,77,68,36,Theoretical,Medical,Bio
68,53,58,53,65,Theoretical,Skilled,Commerce
83,79,78,33,88,Research,Skilled,CS
81,93,84,41,62,Practical,Medical,BioIP
74,91,51,70,52,Research,Skilled,Bio
88,43,65,71,66,Practical,Technology,Commerce
78,96,58,34,96,Research,Technology,CS
79,81,76,40,38,Theoretical,Medical,Bio
37,45,80,88,42,Creative,Arts,Humanities
70,67,48,62,97,Theoretical,Skilled,CS
82,76,50,58,73,Theoretical,Creative,CS
63,61,74,61,78,Theoretical,Finance,Commerce
31,67,86,86,44,Creative,Civics,Humanities
81,99,42,58,76,Theoretical,Technology,CS
77,79,55,58,49,Research,Skilled,Bio
64,80,64,54,82,Practical,Medical,BioIP
74,96,58,49,52,Research,Technology,BioIP
78,58,55,68,42,Practical,Technology,Commerce
89,45,58,69,80,Practical,Finance,Commerce
59,85,72,47,77,Practical,Medical,BioIP
67,71,66,43,60,Theoretical,Skilled,Bio
51,89,77,56,80,Practical,Medical,BioIP
74,83,60,70,49,Theoretical,Skilled,Bio
57,95,66,70,69,Practical,Medical,BioIP
85,80,69,66,80,Practical,Technology,BioIP
71,87,73,66,51,Research,Skilled,Bio
52,45,98,91,55,Creative,Arts,Humanities
58,97,78,65,82,Research,Technology,BioIP
97,96,53,31,87,Research,Creative,CS
73,70,66,65,90,Practical,Medical,BioIP
64,79,58,69,54,Research,Medical,BioIP
86,83,90,60,81,Research,Technology,BioIP
56,48,92,86,52,Theoretical,Civics,Humanities
99,77,49,65,74,Research,Skilled,CS
64,72,60,56,56,Research,Skilled,Bio
63,98,65,40,51,Research,Medical,BioIP
30,36,63,100,40,Theoretical,Arts,Humanities
71,69,82,68,46,Practical,Technology,Commerce
75,60,72,61,95,Theoretical,Technology,CS
53,34,86,73,58,Creative,Civics,Humanities
68,41,69,60,44,Practical,Finance,Commerce
63,96,77,56,68,Research,Medical,Bio
81,81,54,68,72,Theoretical,Skilled,CS
90,63,55,30,96,Practical,Technology,CS
51,90,50,57,51,Practical,Medical,BioIP
67,90,66,45,81,Practical,Technology,BioIP
71,96,62,68,50,Practical,Medical,BioIP
55,86,75,52,62,Practical,Technology,BioIP
62,42,54,56,44,Theoretical,Finance,Commerce
70,42,82,57,54,Practical,Finance,Commerce
88,66,63,56,89,Practical,Technology,CS
72,70,69,64,66,Practical,Technology,Commerce
86,79,69,43,65,Practical,Medical,BioIP
98,93,57,55,78,Research,Technology,CS
81,66,57,66,76,Practical,Creative,CS
81,92,73,54,57,Research,Technology,BioIP
63,97,74,54,39,Research,Medical,Bio
65,51,62,99,50,Theoretical,Arts,Humanities
77,80,63,44,54,Research,Medical,Bio
64,86,88,62,81,Research,Technology,BioIP
83,88,58,53,78,Practical,Technology,BioIP
75,91,60,56,87,Research,Medical,BioIP
89,69,69,59,57,Theoretical,Finance,Commerce
76,80,48,32,86,Practical,Creative,CS
66,72,62,43,53,Theoretical,Medical,Bio
62,70,77,78,70,Practical,Skilled,Commerce
72,54,82,53,58,Practical,Finance,Commerce
72,55,65,62,42,Practical,Technology,Commerce
90,68,69,46,99,Theoretical,Creative,CS
70,89,72,66,49,Research,Skilled,Bio
55,89,72,52,53,Research,Skilled,Bio
53,39,71,70,38,Creative,Arts,Humanities
72,61,53,57,96,Theoretical,Technology,CS
82,86,75,58,67,Practical,Medical,BioIP
77,51,69,64,69,Theoretical,Technology,Commerce
86,87,76,32,88,Theoretical,Creative,CS
69,74,73,61,41,Theoretical,Medical,Bio
64,83,90,62,89,Research,Technology,BioIP
89,62,78,65,93,Research,Creative,CS
99,99,61,63,84,Research,Creative,CS
78,77,73,58,36,Theoretical,Medical,Bio
66,83,90,52,72,Practical,Technology,BioIP
87,68,55,64,62,Practical,Skilled,Commerce
73,48,81,57,70,Theoretical,Skilled,Commerce
63,59,82,62,74,Practical,Skilled,Commerce
65,97,74,61,54,Research,Technology,BioIP
46,57,84,99,58,Theoretical,Civics,Humanities
50,39,76,72,57,Creative,Civics,Humanities
61,46,51,51,68,Practical,Finance,Commerce
75,95,82,62,86,Practical,Medical,BioIP
66,79,54,59,43,Theoretical,Skilled,Bio
62,45,56,58,65,Theoretical,Skilled,Commerce
69,57,74,57,58,Practical,Skilled,Commerce
57,98,63,45,88,Research,Medical,BioIP
87,61,81,62,62,Theoretical,Technology,Commerce
37,58,79,82,56,Creative,Arts,Humanities
73,45,77,62,76,Practical,Skilled,Commerce
84,76,67,54,63,Practical,Medical,BioIP
74,54,84,66,80,Practical,Technology,Commerce
88,92,42,50,83,Research,Technology,CS
82,40,83,53,60,Practical,Technology,Commerce
85,49,66,57,72,Practical,Skilled,Commerce
70,50,58,72,76,Theoretical,Technology,Commerce
59,59,80,80,50,Creative,Arts,Humanities
82,97,81,54,69,Research,Medical,BioIP
54,94,63,52,74,Practical,Technology,BioIP
63,79,89,44,63,Research,Medical,BioIP
66,97,67,42,60,Research,Medical,Bio
79,72,69,50,77,Research,Creative,CS
68,59,81,55,47,Practical,Finance,Commerce
51,40,67,100,60,Theoretical,Arts,Humanities
68,91,75,63,77,Research,Medical,BioIP
67,54,65,75,73,Practical,Finance,Commerce
77,95,61,45,70,Research,Medical,Bio
57,53,84,76,58,Theoretical,Civics,Humanities
72,87,78,64,97,Research,Skilled,CS
51,78,66,54,38,Theoretical,Medical,Bio
70,64,73,53,55,Theoretical,Skilled,Commerce
97,68,45,52,82,Practical,Skilled,CS
92,88,74,67,86,Practical,Creative,CS
88,58,70,62,50,Theoretical,Finance,Commerce
83,97,64,64,76,Research,Medical,BioIP
56,88,56,52,62,Research,Skilled,Bio
41,60,98,98,55,Theoretical,Arts,Humanities
70,35,72,71,45,Creative,Civics,Humanities
62,94,54,70,48,Research,Medical,Bio
88,97,85,49,77,Research,Medical,BioIP
68,49,50,70,79,Theoretical,Finance,Commerce
67,85,83,45,64,Practical,Technology,BioIP
58,91,57,44,68,Theoretical,Skilled,Bio
81,70,75,34,77,Research,Skilled,CS
64,91,57,68,82,Research,Medical,BioIP
76,77,52,51,47,Research,Medical,Bio
77,97,80,48,89,Research,Medical,BioIP
77,65,56,66,84,Practical,Creative,CS
65,65,97,99,37,Creative,Arts,Humanities
85,85,62,49,66,Practical,Medical,BioIP
69,41,58,62,41,Practical,Finance,Commerce
66,44,94,92,43,Theoretical,Civics,Humanities
61,100,59,45,70,Research,Technology,BioIP
87,96,73,35,89,Practical,Skilled,CS
56,86,85,62,69,Practical,Medical,BioIP
69,97,78,52,60,Research,Medical,BioIP
76,92,79,50,42,Research,Medical,Bio
66,65,79,70,42,Practical,Technology,Commerce
85,50,54,76,55,Theoretical,Finance,Commerce
70,80,76,64,82,Practical,Medical,BioIP
93,71,43,57,99,Practical,Creative,CS
62,94,68,56,71,Practical,Medical,BioIP
75,84,76,55,53,Research,Skilled,Bio
59,87,61,70,36,Research,Skilled,Bio
56,88,50,43,52,Research,Medical,Bio
49,36,71,98,31,Creative,Civics,Humanities
42,59,62,99,36,Creative,Arts,Humanities
88,86,70,66,87,Research,Skilled,CS
79,69,56,72,79,Theoretical,Technology,Commerce
68,94,56,54,89,Practical,Medical,BioIP
66,84,58,48,33,Theoretical,Medical,Bio
55,87,63,56,62,Theoretical,Medical,Bio
77,60,77,50,71,Practical,Skilled,Commerce
75,70,75,39,84,Theoretical,Creative,CS
58,31,71,96,49,Theoretical,Civics,Humanities
59,71,79,43,34,Theoretical,Medical,Bio
48,67,85,83,38,Theoretical,Arts,Humanities
84,97,58,45,74,Research,Skilled,CS
79,98,88,46,56,Research,Medical,BioIP
63,76,62,47,71,Practical,Medical,BioIP
56,61,77,90,41,Creative,Arts,Humanities
56,79,59,43,55,Research,Medical,Bio
74,43,59,70,52,Practical,Technology,Commerce
75,74,63,67,78,Practical,Skilled,CS
51,71,55,62,62,Research,Medical,Bio
61,73,62,50,37,Theoretical,Medical,Bio
59,93,51,68,62,Practical,Technology,BioIP
76,71,52,55,67,Theoretical,Medical,Bio
72,68,55,57,43,Theoretical,Skilled,Commerce
88,92,81,44,50,Practical,Medical,BioIP
70,47,62,87,31,Theoretical,Arts,Humanities
61,62,65,73,64,Practical,Finance,Commerce
63,87,58,60,60,Theoretical,Skilled,Bio
48,39,68,98,47,Theoretical,Arts,Humanities
72,70,68,54,50,Research,Technology,BioIP
96,80,58,68,96,Practical,Technology,CS
70,62,63,42,85,Theoretical,Creative,CS
80,90,56,69,50,Research,Medical,Bio
58,36,94,73,48,Theoretical,Arts,Humanities
66,46,78,85,57,Theoretical,Civics,Humanities
98,74,66,33,70,Practical,Technology,CS
63,42,65,76,49,Creative,Civics,Humanities
88,79,60,56,85,Practical,Technology,CS
39,48,91,96,49,Creative,Arts,Humanities
90,61,88,59,69,Practical,Finance,Commerce
72,50,81,75,62,Practical,Finance,Commerce
88,56,67,54,78,Practical,Finance,Commerce
70,57,77,59,65,Theoretical,Skilled,Commerce
71,100,85,61,68,Research,Technology,BioIP
35,65,77,88,45,Theoretical,Arts,Humanities
58,81,74,53,54,Research,Medical,Bio
76,77,61,70,52,Research,Skilled,Bio
60,56,58,71,77,Theoretical,Skilled,Commerce
65,64,50,56,51,Theoretical,Technology,Commerce
69,51,91,97,55,Creative,Civics,Humanities
74,83,90,56,78,Research,Medical,BioIP
52,75,66,57,59,Research,Technology,BioIP
83,100,52,55,100,Theoretical,Technology,CS
46,46,61,97,30,Creative,Arts,Humanities
92,60,50,32,78,Practical,Creative,CS
73,84,54,61,87,Practical,Technology,CS
64,56,78,78,43,Practical,Skilled,Commerce
73,41,85,77,70,Practical,Skilled,Commerce
88,40,52,53,43,Practical,Skilled,Commerce
